"name","domain","careers_url","city","reason","confidence"
"Spee3D","spee3d.com","https://spee3d.com/careers","Darwin","Supersonic 3D metal spray additive manufacturing printing hardware, cold spray robotics, and sovereign defence manufacturing, Darwin NT HQ","High"
"Equatorial Launch Australia","ela.space","https://ela.space/careers","Darwin","Commercial orbital and suborbital spaceport launch operations, space tracking telemetry, and Arnhem Space Centre facilities, Darwin NT HQ","High"
"HeliMods","helimods.com","https://helimods.com/careers","Sunshine Coast","Advanced aerospace mission systems engineering, digital aircraft modification software, and precision aerospace hardware, Caloundra Sunshine Coast QLD HQ","High"
"JESI","jesi.io","https://jesi.io/careers","Townsville","Lone worker safety management software, automated journey tracking algorithms, and remote travel risk compliance SaaS, Townsville QLD HQ","High"
"Resly","resly.com.au","https://resly.com.au/careers","Sunshine Coast","Cloud resort property management software, trust accounting algorithms, and automated guest operations SaaS, Noosaville Sunshine Coast QLD HQ","High"
"CartonCloud","cartoncloud.com","https://cartoncloud.com/careers","Gold Coast","Transport management system (TMS) and warehouse management software (WMS) SaaS for 3PL logistics operators, Gold Coast QLD HQ","High"
"Ceres Tag","cerestag.com","https://cerestag.com/careers","Brisbane","Direct-to-satellite livestock monitoring smart ear tags, animal welfare telemetry sensors, and biosecurity traceability SaaS, Brisbane QLD HQ","High"
"Travello","travelloapp.com","https://travelloapp.com/careers","Brisbane","Social travel community app, experience booking platform, and tourism activity marketplace software, Brisbane QLD HQ","High"
"Inloop (Flexischools)","flexischools.com.au","https://flexischools.com.au/careers","Brisbane","Cashless school payment cards, school canteen mobile ordering apps, and community payment processing SaaS, Brisbane QLD HQ","High"
"Sicona Battery Technologies","siconabattery.com","https://siconabattery.com/careers","Wollongong","Silicon-graphene battery anode materials and next-generation lithium battery cell technology, North Wollongong NSW HQ","High"
"3ME Technology","3metechnology.com.au","https://3metechnology.com.au/careers","Newcastle","Heavy mining vehicle battery electrification, custom ruggedized lithium battery packs, and vehicle telemetry SaaS, Newcastle NSW HQ","High"
"Ampcontrol","ampcontrolgroup.com","https://ampcontrolgroup.com/careers","Newcastle","Industrial electrical automation, mining robotics, standby power management hardware, and renewable energy technology, Newcastle NSW HQ","High"
"Diffuse Energy","diffuse-energy.com","https://diffuse-energy.com/careers","Newcastle","High-efficiency small wind turbines, aerodynamic diffuser hardware, and hybrid remote telecom tower power systems, Newcastle NSW HQ","High"
"Farmbot Monitoring Solutions","farmbot.com.au","https://farmbot.com.au/careers","Newcastle","Satellite-connected remote water monitoring IoT sensors, cellular tank telemetry, and farm automation SaaS, Newcastle NSW engineering office","High"
"Aussie Broadband Tech","aussiebroadband.com.au","https://aussiebroadband.com.au/careers","Morwell","Custom automated telecommunications network orchestration, NetSIP voice software, and regional fiber infrastructure, Morwell regional VIC HQ","High"
"Rex Software","rexsoftware.com","https://rexsoftware.com/careers","Melbourne","Cloud real estate CRM, automated agency marketing workflows, and property listing management SaaS, Melbourne HQ","High"
"Plattar","plattar.com","https://plattar.com/careers","Melbourne","Augmented reality (AR) 3D product visualization, WebAR configuration platform, and e-commerce 3D asset SaaS, Melbourne HQ","High"
"Carsales","carsales.com.au","https://carsales.com.au/careers","Melbourne","Digital automotive marketplace, vehicle valuation data algorithms, and dealer inventory software, ASX-listed in Melbourne","High"
"Audinate","audinate.com","https://jobs.lever.co/audinate","Sydney","Audio-over-IP networking technology pioneer (Dante), digital media protocol engineering, and AV routing software, ASX:AD8, Sydney HQ","High"
"Liven","liven.love","https://liven.love/careers","Melbourne","Hospitality loyalty payment ecosystem, digital tokenized dining currency, and merchant point-of-sale software, Melbourne HQ","High"
"Matrak","matrak.com","https://matrak.com/careers","Melbourne","Construction materials tracking network, digital twin supply chain SaaS, and manufacturing progress tracking software, Melbourne HQ","High"
"Skoolbo","skoolbo.com","https://skoolbo.com/careers","Melbourne","Interactive literacy and numeracy gamified learning software, student adaptive algorithms, and child progress analytics, Melbourne HQ","High"
"myprosperity","myprosperity.com.au","https://myprosperity.com.au/careers","Melbourne","Wealth management client portal software, financial adviser collaboration SaaS, and estate planning digital vault, Melbourne HQ","High"
"Catch.com.au","catch.com.au","https://catch.com.au/careers","Melbourne","Digital retail marketplace platform, automated robotic goods-to-person warehouse fulfilment systems, and search algorithms, Melbourne HQ","High"
"CoinSpot","coinspot.com.au","https://coinspot.com.au/careers","Melbourne","Regulated digital currency exchange platform, automated OTC crypto trading systems, and custodial cold storage software, Melbourne HQ","High"
"BTC Markets","btcmarkets.net","https://btcmarkets.net/careers","Melbourne","Digital asset exchange platform, high-frequency cryptocurrency order matching engine, and blockchain APIs, Melbourne HQ","High"
"Carbar","carbar.com.au","https://carbar.com.au/careers","Melbourne","Vehicle subscription software, digital fleet allocation algorithms, and online automotive purchase platform, Melbourne HQ","High"
"VentraIP","ventraip.com.au","https://ventraip.com.au/careers","Melbourne","Cloud hosting automation, domain registration management APIs, and high-performance server infrastructure software, Melbourne HQ","High"
"Brauz","brauz.com","https://brauz.com/careers","Melbourne","Omnichannel retail reserve-in-store software, video shopping appointments SaaS, and store inventory sync APIs, Melbourne HQ","High"
"Titomic","titomic.com","https://titomic.com/careers","Melbourne","Cold spray additive manufacturing (CSAM) 3D titanium and metal printing technology, aerospace coatings hardware, ASX-listed","High"
"1414 Degrees","1414degrees.com.au","https://1414degrees.com.au/careers","Adelaide","Silicon thermal energy storage technology (SiBox) and molten silicon industrial heat battery hardware, Adelaide SA HQ","High"
"Sparc Technologies","sparctechnologies.com.au","https://sparctechnologies.com.au/careers","Adelaide","Graphene additives, photocatalytic green hydrogen solar cracking tech, and marine protective coatings, Adelaide SA HQ","High"
"AML3D","aml3d.com","https://aml3d.com/careers","Adelaide","Wire-Arc Additive Manufacturing (WAM) industrial 3D metal printing robotics and sovereign naval defense manufacturing, Adelaide SA HQ","High"
"REDARC Electronics","redarc.com.au","https://redarc.com.au/careers","Adelaide","Off-grid power conversion electronics, smart battery management hardware, and autonomous vehicle electronics, Adelaide SA HQ","High"
"Minelab","minelab.com","https://minelab.com/careers","Adelaide","Multi-period sensing and pulse-induction metal detection sensors, signal processing algorithms, and countermine hardware, Adelaide SA HQ","High"
"Codan","codan.com.au","https://codan.com.au/careers","Adelaide","Sovereign tactical communications, high-frequency (HF) software-defined radios, and remote mission electronics, ASX-listed in Adelaide","High"
"Sandpit Innovation","sandpitinnovation.com","https://sandpitinnovation.com/careers","Perth","Autonomous mining systems, heavy haulage haul truck telemetry, and remote operations software, Perth WA HQ","High"
"Datarock","datarock.com.au","https://datarock.com.au/careers","Perth","Machine learning computer vision for high-resolution drill core imagery and geological structural logging SaaS, Perth/Melbourne","High"
"Harvest Technology Group","harvest.technology","https://harvest.technology/careers","Perth","Ultra-low bandwidth remote video livestreaming, offshore satellite data telemetry, and subsea robotics communications, ASX-listed in Perth","High"
"Instatruck","instatruck.com.au","https://instatruck.com.au/careers","Perth","On-demand truck booking platform, instant transport dispatch algorithms, and courier telematics SaaS, Perth WA HQ","High"
"Austal Tech","austal.com","https://austal.com/careers","Perth","Sovereign high-speed aluminum naval shipbuilding robotics, vessel telemetry, and autonomous naval vessel control software, ASX-listed","High"
"Trellis Data","trellisdata.com","https://trellisdata.com/careers","Canberra","Sovereign machine learning algorithms, real-time multilingual speech translation, and visual intelligence AI software, Canberra ACT HQ","High"
"FifthDomain","fifthdomain.com.au","https://fifthdomain.com.au/careers","Canberra","Cyber range simulation architecture, capture-the-flag defensive software, and military cyber capability assessment SaaS, Canberra ACT HQ","High"
"CustomLinc","customlinc.com","https://customlinc.com/careers","Hobart","Public transport ticketing SaaS, contactless payment smartcard readers, and transit fleet dispatch management software, Hobart TAS HQ","High"
"Airtasker","airtasker.com","https://airtasker.com/careers","Sydney","Local services marketplace platform connecting consumers with community service providers, trust and payment escrow software, ASX-listed","High"
"Lyka Pet Food","lyka.com.au","https://lyka.com.au/careers","Sydney","Fresh human-grade dog nutrition, custom veterinary meal recommendation algorithms, and cold-chain D2C logistics SaaS, Sydney HQ","High"
"Domain Group","domain.com.au","https://domain.com.au/careers","Sydney","Real estate listing marketplace, automated property valuations (Pricefinder), and property management software, ASX-listed in Sydney","High"
"hipages Group","hipages.com.au","https://hipages.com.au/careers","Sydney","On-demand trade services marketplace, lead distribution algorithms, and tradie job management SaaS (tradiecore), ASX-listed in Sydney","High"
"Mad Paws","madpaws.com.au","https://madpaws.com.au/careers","Sydney","Pet services marketplace, pet insurance digital platform, and pet care subscription software, ASX-listed in Sydney","High"
"Mable","mable.com.au","https://mable.com.au/careers","Sydney","Digital aged care and disability support worker marketplace, NDIS payment verification, and timesheet compliance software, Sydney HQ","High"
"Hireup","hireup.com.au","https://hireup.com.au/careers","Sydney","NDIS registered disability support employer platform, worker shift matching software, and safety monitoring SaaS, Sydney HQ","High"
"Expert360","expert360.com","https://expert360.com/careers","Sydney","On-demand elite management consultant marketplace, talent procurement SaaS, and freelancer management platform, Sydney HQ","High"
"Antler Australia Tech","antler.co","https://antler.co/careers","Sydney","Early-stage venture generator platform, founder application assessment tooling, and investment tracking software, Sydney HQ","High"
"Enboarder","enboarder.com","https://enboarder.com/careers","Sydney","Experience-driven employee onboarding workflow automation and human connection SaaS, Sydney HQ","High"
"Plenti","plenti.com.au","https://plenti.com.au/careers","Sydney","Fintech consumer lending marketplace, renewable energy financing technology, and credit scoring algorithms, ASX-listed in Sydney","High"
"Wisr","wisr.com.au","https://wisr.com.au/careers","Sydney","Neo-lending platform, financial wellness app, credit score comparison software, and personal finance algorithms, ASX-listed in Sydney","High"
"MoneyMe","moneyme.com.au","https://moneyme.com.au/careers","Sydney","Digital consumer credit fintech platform, automated loan underwriting algorithms, and digital account technology, ASX-listed in Sydney","High"
"Earlytrade","earlytrade.com","https://earlytrade.com/careers","Sydney","B2B liquidity network, early payment supply chain marketplace, and dynamic invoice discounting SaaS, Sydney HQ","High"
"Spacer","spacer.com.au","https://spacer.com.au/careers","Sydney","Sharing economy parking and storage space marketplace, automated space booking software (Parkhound), Sydney HQ","High"
"The Iconic","theiconic.com.au","https://theiconic.com.au/careers","Sydney","Fashion and lifestyle e-commerce tech platform, automated personal recommendation AI, and digital supply chain software, Sydney HQ","High"
"Pet Circle","petcircle.com.au","https://petcircle.com.au/careers","Sydney","Pet wellness e-commerce platform, automated replenishment subscription algorithms, and veterinary advice software, Sydney HQ","High"
"Elula","elula.com.au","https://elula.com.au/careers","Sydney","Artificial intelligence banking customer retention software, loan churn predictive analytics, and financial services AI, Sydney HQ","High"
"Daisee","daisee.com","https://daisee.com/careers","Sydney","Conversational speech AI, automated contact center regulatory compliance analytics, and acoustic customer sentiment SaaS, Sydney HQ","High"
"Superloop","superloop.com","https://superloop.com/careers","Sydney","Sovereign telecommunications fiber networks, software-defined cloud interconnect platform, and cyber safety software, ASX-listed","High"
"Symbio","symbio.global","https://symbio.global/careers","Sydney","Cloud communications software, voice-over-IP APIs, telecom network routing infrastructure, and CPaaS technology, Sydney HQ","High"
"Winning Group Tech","winninggroup.com.au","https://winninggroup.com.au/careers","Sydney","Proprietary national logistics routing software, automated delivery dispatch algorithms, and e-commerce platforms (Appliances Online)","High"
"InStitchu","institchu.com","https://institchu.com/careers","Sydney","Custom garment 3D digital measurement algorithms, online suiting configuration software, and bespoke manufacturing logistics SaaS","High"
"Intellify","intellify.com.au","https://intellify.com.au/careers","Sydney","Machine learning engineering platform, enterprise generative AI deployment, and predictive data pipeline architecture, Sydney HQ","High"
"Bano","bano.com.au","https://bano.com.au/careers","Sydney","Multi-currency financial app, digital wallet, cross-border payment rails, and split-bill payment software, Sydney HQ","High"
"Symple Loans","sympleloans.com.au","https://sympleloans.com.au/careers","Melbourne","Algorithmic personal lending fintech platform, automated risk-based pricing software, and credit adjudication APIs, Melbourne HQ","High"
"Cardihab","cardihab.com","https://cardihab.com/careers","Sydney","CSIRO-spinout digital cardiac rehabilitation platform, clinical remote biometric monitoring software, and patient recovery SaaS","High"
"Independent Reserve","independentreserve.com","https://independentreserve.com/careers","Sydney","Institutional digital currency exchange platform, high-availability order matching engine, and automated crypto tax calculation software, Sydney HQ","High"
"IR (Integrated Research)","ir.com","https://ir.com/careers","Sydney","Enterprise hybrid cloud performance monitoring software, unified communications telemetry, and payment transaction analytics (Prognosis), ASX-listed","High"
"Microba Life Sciences","microba.com","https://microba.com/careers","Brisbane","Microbiome genomics and computational biology platform, automated gut health diagnostics, and therapeutic AI discovery, ASX:MAP, Brisbane HQ","High"
"Ordermentum","ordermentum.com","https://ordermentum.com/careers","Sydney","B2B food and beverage wholesale ordering marketplace, invoice reconciliation software, and integrated trade payments platform, Sydney HQ","High"
