name,domain,careers_url,city,reason,confidence
Phocas Software,phocassoftware.com,https://phocassoftware.com/careers,Melbourne,"Business intelligence and analytics platform for manufacturers and distributors, Melbourne VIC HQ",High
Splend,splend.com,https://splend.com/careers,Sydney,"Vehicle subscription and rent-to-own fleet for rideshare drivers, Sydney NSW HQ",High
Ipscape,ipscape.com,https://ipscape.com/careers,Sydney,"Cloud contact centre platform with intelligent routing and CRM integration, Sydney NSW HQ",High
Reejig,reejig.com,https://reejig.com/careers,Sydney,"AI workforce intelligence and internal mobility platform for enterprise, Sydney NSW HQ",High
Simply Wall St,simplywall.st,https://simplywall.st/careers,Sydney,"Retail investor stock analysis and visual fundamental data platform, Sydney NSW HQ",High
Transurban Digital,transurban.com,https://transurban.com/careers,Melbourne,"Tolling technology and smart motorway data analytics for urban highways, Melbourne VIC HQ",High
Credabl,credabl.com.au,https://credabl.com.au/careers,Sydney,"Medical equipment finance and practice lending for healthcare professionals, Sydney NSW HQ",High
Nookal,nookal.com,https://nookal.com/careers,Brisbane,"Practice management and appointment scheduling for allied health, Brisbane QLD HQ",High
Planit Testing,planittesting.com,https://planittesting.com/careers,Melbourne,"Software quality assurance and test automation consultancy, Melbourne VIC HQ",High
CEVO,cevo.com.au,https://cevo.com.au/careers,Melbourne,"Cloud and platform engineering consultancy focused on AWS and Kubernetes, Melbourne VIC HQ",High
Bugwolf,bugwolf.com,https://bugwolf.com/careers,Adelaide,"Crowdsourced software testing and bug discovery platform, Adelaide SA HQ",High
Liven,liven.gg,https://liven.gg/careers,Melbourne,"Food and hospitality loyalty and rewards crypto token ecosystem, Melbourne VIC HQ",High
Doshii,doshii.com.au,https://doshii.com.au/careers,Melbourne,"Hospitality POS integration middleware connecting apps to venue management systems, Melbourne VIC HQ",High
Biarri Networks,biarri.com,https://biarri.com/careers,Melbourne,"Network design and fibre rollout optimisation software for telcos, Melbourne VIC HQ",High
Athena Home Loans,athenahomeloan.com.au,https://athenahomeloan.com.au/careers,Sydney,"Digital mortgage platform with automated rate-match refinancing for owner-occupiers, Sydney NSW HQ",High
Spaceship,spaceship.com.au,https://spaceship.com.au/careers,Sydney,"Micro-investing app and superannuation fund targeting millennial investors, Sydney NSW HQ",High
Squiz,squiz.net,https://squiz.net/careers,Sydney,"Digital experience platform and CMS for government and higher education, Sydney NSW HQ",High
Coles Digital,colesgroup.com.au,https://colesgroup.com.au/careers,Melbourne,"Retail technology and e-commerce engineering for Coles supermarkets, Melbourne VIC HQ",High
Latent Space,latentspace.com.au,https://latentspace.com.au/careers,Sydney,"Generative AI product development studio for enterprise workflows, Sydney NSW HQ",High
Tella,tella.tv,https://tella.tv/careers,Melbourne,"Screen recording and async video communication tool for remote teams, Melbourne VIC HQ",High
Sighthound AU,sighthound.com,https://sighthound.com/careers,Melbourne,"Video analytics AI for vehicle detection and licence plate recognition, Melbourne VIC AU office",High
Thinkmill,thinkmill.com.au,https://thinkmill.com.au/careers,Sydney,"Open-source product development studio behind KeystoneJS and Keystatic, Sydney NSW HQ",High
Eliiza,eliiza.com,https://eliiza.com/careers,Melbourne,"AI and machine learning implementation consultancy for enterprise, Melbourne VIC HQ",High
Swoop Aero,swoop.aero,https://swoop.aero/careers,Melbourne,"Autonomous drone logistics and medical supply delivery for remote communities, Melbourne VIC HQ",High
Tiliter,tiliter.com,https://tiliter.com/careers,Sydney,"AI self-checkout product recognition for fresh produce at supermarket POS, Sydney NSW HQ",High
Tanka,tanka.ai,https://tanka.ai/careers,Melbourne,"AI email composition and meeting preparation assistant for business communication, Melbourne VIC HQ",High
Oculo,oculo.com.au,https://oculo.com.au/careers,Melbourne,"Secure inter-provider communication and patient referral network for ophthalmology, Melbourne VIC HQ",High
SunSHIFT,sunshift.com.au,https://sunshift.com.au/careers,Sydney,"Commercial solar and battery asset management and monitoring SaaS, Sydney NSW HQ",High
Konnective,konnective.com.au,https://konnective.com.au/careers,Brisbane,"Network marketing and direct sales e-commerce platform technology, Brisbane QLD HQ",High
FYI App,fyiapp.com.au,https://fyiapp.com.au/careers,Sydney,"Document management and client portal integration for accounting firms, Sydney NSW HQ",High
Ektus,ektus.com.au,https://ektus.com.au/careers,Adelaide,"Autonomous underground mining robotics and battery electric vehicle retrofits, Adelaide SA HQ",High
Hypr,hypr.com.au,https://hypr.com.au/careers,Melbourne,"Social media influencer marketing platform and campaign performance analytics, Melbourne VIC HQ",High
Lumi Nova AU,luminova.com.au,https://luminova.com.au/careers,Brisbane,"Digital therapeutics app for childhood anxiety using CBT game mechanics, Brisbane QLD HQ",High
Elantec,elantec.com.au,https://elantec.com.au/careers,Darwin,"Defence electronics manufacturing and maintenance for ADF, Darwin NT HQ",High
Locofy,locofyai.com,https://locofyai.com/careers,Perth,"AI website performance tool using AMP and Core Web Vitals optimisation, Perth WA HQ",High
Pelikin,pelikin.com.au,https://pelikin.com.au/careers,Brisbane,"Travel money card and travel planning app for young Australians, Brisbane QLD HQ",High
Streamotion,streamotion.com.au,https://streamotion.com.au/careers,Melbourne,"Australian streaming media technology powering Kayo Sports and Binge, Melbourne VIC HQ",High
Gridcognition,gridcognition.com,https://gridcognition.com/careers,Melbourne,"Energy system modelling and solar battery ROI simulation for commercial buildings, Melbourne VIC HQ",High
